norma;data;obs;tam_cp;tam_min;arena;orgao
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;Secretaria de Comunicação Social
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;Secretaria de Assuntos Estratégicos
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;Casa Militar
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;"I - o Conselho de Governo;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;"II - o Advogado-Geral da União;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;"III - o Alto Comando das Forças Armadas;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;IV - o Estado-Maior das Forças Armadas.
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;"I - o Conselho da República;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;presidencial;II - o Conselho de Defesa Nacional.
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"I - da Administração Federal e Reforma do Estado;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"II - da Aeronáutica;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"III - da Agricultura e do Abastecimento;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"IV - da Ciência e Tecnologia;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"V - das Comunicações;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"VI - da Cultura;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"VII - da Educação e do Desporto;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"VIII - do Exército;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"IX - da Fazenda;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"X - da Indústria, do Comércio e do Turismo;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XI - da Justiça;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XII - da Marinha;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XIII - do Meio Ambiente, dos Recursos Hídricos e da Amazônia Legal;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XIV - de Minas e Energia;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XV - do Planejamento e Orçamento;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XVI - da Previdência e Assistência Social;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XVII - das Relações Exteriores;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XVIII - da Saúde;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;"XIX - do Trabalho;"
Lei 9.649, de 27.05.1998;27/05/1998;Será pesquisado e preenchido posteriormente.;11;20;ministerial;XX - dos Transportes.
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;Casa Civil
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;Casa Militar
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"I - o Conselho de Governo;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"II - o Advogado-Geral da União;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"III - o Alto Comando das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"IV - o Estado-Maior das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"V - a Secretaria de Estado de Comunicação de Governo;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"VI - a Secretaria de Estado de Relações Institucionais;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"VII - a Secretaria de Estado de Planejamento e Avaliação;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;VIII - o Gabinete do Presidente da República
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"I - o Conselho da República;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;II - o Conselho de Defesa Nacional.
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"I - da Aeronáutica;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      II - da Agricultura e do Abastecimento;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      III - da Ciência e Tecnologia;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      IV - das Comunicações;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      V - da Cultura;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      VI - do Desenvolvimento, Indústria e Comércio;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      VII - da Educação;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      VIII - do Esporte e Turismo;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      IX - do Exército;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      X - da Fazenda;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XI - da Justiça;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XII - da Marinha;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XIII - do Meio Ambiente;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XIV - de Minas e Energia;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XV - do Orçamento e Gestão;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XVI - da Previdência e Assistência Social;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XVII - das Relações Exteriores;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XVIII - da Saúde;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"      XIX - do Trabalho e Emprego;"
MEDIDA PROVISÓRIA Nº 1.795, DE 1º DE JANEIRO DE 1999;01/01/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;      XX - dos Transportes.
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;Casa Civil
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;Casa Militar
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"I - o Conselho de Governo;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"II - o Advogado-Geral da União;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"III - o Alto Comando das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"IV - o Estado-Maior das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"V - a Secretaria de Estado de Comunicação de Governo;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"VI - a Secretaria de Estado de Relações Institucionais;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"VII - a Secretaria de Estado de Planejamento e Avaliação;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"VIII - Secretaria de Estado de Desenvolvimento Urbano;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"IX - o Gabinete do Presidente da República;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;"I - o Conselho da República;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;presidencial;II - o Conselho de Defesa Nacional.
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"I - da Aeronáutica;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"II - da Agricultura e do Abastecimento;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"III - da Ciência e Tecnologia;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"IV - das Comunicações;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"V - da Cultura;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"VI - do Desenvolvimento, Indústria e Comércio;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"VII - da Educação;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"VIII - do Esporte e Turismo;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"IX - do Exército;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"X - da Fazenda;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XI - da Justiça;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XII - da Marinha;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XIII - do Meio Ambiente;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XIV - de Minas e Energia;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XV - do Orçamento e Gestão;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XVI - da Previdência e Assistência Social;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XVII - das Relações Exteriores;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XVIII - da Saúde;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;"XIX - do Trabalho e Emprego;"
MEDIDA PROVISÓRIA Nº 1.799-1, DE 21 DE JANEIRO DE 1999;21/01/1999;Será pesquisado e preenchido posteriormente.;13;20;ministerial;XX - dos Transportes.
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;Casa Civil
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;Casa Militar
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"I - o Conselho de Governo;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"II - o Advogado-Geral da União;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"III - o Alto Comando das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"IV- o Estado-Maior das Forças Armadas;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"V - a Secretaria de Estado de Comunicação de Governo;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"VI - a Secretaria de Estado de Relações Institucionais;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"VII - a Secretaria de Estado de Desenvolvimento Urbano;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"VIII - o Gabinete do Presidente da República;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;"I - o Conselho da República;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;presidencial;II - o Conselho de Defesa Nacional.
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"I - da Aeronáutica;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"II - da Agricultura e do Abastecirmento;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"III - da Ciência e Tecnologia;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"IV - das Comunicações;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"V - da Cultura;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"VI - do Desenvolvimento, Indústria e Comércio;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"VII - da Educação;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"VIII - do Esporte e Turismo;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"IX - do Exército;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"X - da Fazenda;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XI - da Justiça;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XII - da Marinha;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XIII - do Meio Ambiente;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XIV - de Minas e Energia;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XV - do Orçamentoto e Gestão;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XVI - da Previdência e Assistência Social;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XVII - das Relações Exteriores;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XVIII - da Saúde;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;"XIX - do Trabalho e Emprego;"
MEDIDA PROVISÓRIA Nº 1.799-4, DE 15 DE ABRIL DE 1999;15/04/1999;Será pesquisado e preenchido posteriormente.;12;20;ministerial;XX - dos Transportes.
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;Casa Civil
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;Casa Militar
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"I - o Conselho de Governo;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"II - o Advogado-Geral da União;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"III - a Secretaria de Estado de Comunicação de Governo;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"IV - a Secretaria de Estado de Relações Institucionais;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"V - a Secretaria de Estado de Desenvolvimento Urbano;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"VI - o Gabinete do Presidente da República;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;"I - o Conselho da República;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;presidencial;II - o Conselho de Defesa Nacional.
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"I - da Agricultura e do Abastecimento;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"II - da Ciência e Tecnologia;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"III - das Comunicações;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"IV - da Cultura;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"V - da Defesa;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"VI - do Desenvolvimento, Indústria e Comércio;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"VII - da Educação;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"VIII - do Esporte e Turismo;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"IX - da Fazenda;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"X - da Justiça;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XI - do Meio Ambiente;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XII - de Minas e Energia;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XIII - do Orçamento e Gestão;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XIV - da Previdência e Assistência Social;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XV - das Relações Exteriores;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XVI - da Saúde;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;"XVII - do Trabalho e Emprego;"
Medida Provisória nº 1.799-6, de 10 de Junho de 1999;10/06/1999;Será pesquisado e preenchido posteriormente.;10;18;ministerial;XVIII - dos Transportes.
MEDIDA PROVISÓRIA Nº 1.911-8, DE 29 DE JULHO DE 1999;29/07/1999;Será pesquisado e preenchido posteriormente.;10;19;presidencial;Casa Civil
MEDIDA PROVISÓRIA Nº 1.911-8, DE 29 DE JULHO DE 1999;29/07/1999;Será pesquisado e preenchido posteriormente.;10;19;presidencial;Casa Militar
MEDIDA PROVISÓRIA Nº 1.911-8, DE 29 DE JULHO DE 1999;29/07/1999;Será pesquisado e preenchido posteriormente.;10;19;presidencial;Secretaria-Geral
MEDIDA PROVISÓRIA Nº 1.911-8, DE 29 DE JULHO DE 1999;29/07/1999;Será pesquisado e preenchido posteriormente.;10;19;presidencial;"I - o Conselho de Governo;"
MEDIDA PROVISÓRIA Nº 1.911-8, DE 29 DE JULHO DE 1999;29/07/1999;Será pesquisado e preenchido posteriormente.;10;19;presidencial;"II - o Advogado-Geral da União;"
